MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Genus,Species,RecordID
1.0,0.5517264521114124,0.4872279224332842,0.6724979744475499,0.590204927792598,0.3008429025024001,0.2802224958922412,0.5539088418689782,0.663596828680645,0.6702673661498633,0.4010245932723765,0.5518552798259213,0.6761988440471522,0.49716524043898064,0.2847073725497583,0.49436893217664785,0.5713192664358676,0.45326761128206033,0.3645677873165193,0.3880007813787599,0.6422951879136698,0.6532944060408359,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,23
0.9774137949332636,0.82543938064622,1.0,0.578148726510225,0.3385201316602425,0.5264775179164021,0.43088978557291374,0.45174984053663675,0.6366827063834367,0.6769399174638266,0.5680635170130758,0.7361249083052852,0.417855934914621,0.40133577415326804,0.6634698249126093,0.5539117696996919,0.33549001821217095,0.5547273850185254,0.6619941924587887,0.7225058939446575,0.4392318457375356,0.3119149964231965,Hylidae,Hypsiboas,HypsiboasCinerascens,37
1.0,0.5837411833244427,0.5006742064960756,0.7153891398433035,0.6130605950918759,0.34745056263154456,0.32710290465790287,0.597819157576044,0.6917298442207348,0.6728428804457466,0.3863153892855894,0.5425880844672772,0.6598793953570888,0.39237379782606097,0.2555638316005725,0.5370485293958758,0.6022145610053709,0.5014196297320404,0.399812422317874,0.30336422583221717,0.6557061774911184,0.8770611720728565,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,23
1.0,0.7319793254480575,0.9833631180026524,0.3965003460208667,0.4358215978160798,0.4439539797686544,0.4329932058319646,0.5089705873240878,0.39929998662602284,0.7588970454794246,0.6868219872337884,0.45966855229410686,0.4748782083916873,0.5670470306958199,0.5040576440433803,0.4225759046749556,0.41624658085144695,0.49151011504612646,0.4817592941827468,0.5541690493411422,0.590895592908641,0.4808715724394528,Hylidae,Osteocephalus,OsteocephalusOophagus,49
1.0,0.47035371546928917,0.43988267056564034,0.7038913879581498,0.6412350964756125,0.29253991597505563,0.2414371826511505,0.49443357782693437,0.6292009535253968,0.6763407101573893,0.5173660100832905,0.6469018953515526,0.5881433284497279,0.31354176587392996,0.276853128714483,0.5889367524280784,0.5753744779913464,0.39300854285556236,0.32917692802712184,0.4141137960890236,0.7151304558354958,0.6832684069942946,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,24
1.0,0.5102219605973835,0.2709191760799513,0.3839380431572445,0.6871350142101189,0.5405069550466477,0.4566586277649318,0.3941391380248043,0.39819625848290674,0.7728733747950989,0.6322829854222031,0.17337015344526907,0.2656004615362259,0.8112560839569133,0.729645478513525,0.4185729819037044,0.21125481095617893,0.24097230395834782,0.38667453356507714,0.7117483366787828,0.794773158656868,0.46670286299113806,Leptodactylidae,Adenomera,AdenomeraAndre,4
1.0,0.7205689687510589,0.5790840367254321,0.46063135129717575,0.49949088894030136,0.4341863698515232,0.4149040149989069,0.4612365348665874,0.5270099078396798,0.7039727957280488,0.5971613476892497,0.531161975308282,0.47677241617590327,0.4917022630845644,0.461904228037824,0.454341159316208,0.3484346891781325,0.4377535903362191,0.528611378467152,0.493653651251387,0.4993839917760452,0.5488354791879799,Hylidae,Hypsiboas,HypsiboasCordobae,42
1.0,0.4564787758222307,0.41774277383437547,0.758284944719122,0.6636492634205338,0.35448850320075637,0.2542641362425433,0.49902376609595683,0.6069377824217341,0.6327102239507468,0.5236730085827564,0.6813281117463796,0.5576035743509676,0.251784072860882,0.3437841895325267,0.6781214537876542,0.5625295166490485,0.3469847936056394,0.36074498046213843,0.5246286993252519,0.8097296331930682,0.6747093229447191,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,24
1.0,0.508744843369332,0.4125951781842526,0.6419951318655025,0.6658516658484499,0.34260498930465816,0.2671190784260824,0.5345576773614277,0.6211830914129159,0.72070156202576,0.46569676312340863,0.43878236342659377,0.655971441476766,0.5372595125046153,0.2525005860830053,0.3897281670409956,0.5962589373947764,0.5768936233917112,0.4492901295801118,0.35227069598609895,0.45716408921534807,0.7111972730285623,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,21
1.0,0.44862770844561983,0.4221943564174289,0.7177208255278028,0.6884404642715918,0.35046021017342793,0.23304580234666572,0.5057171790028798,0.6081182260531945,0.6238258013908671,0.46744334197959314,0.6520671609273613,0.6086964019794258,0.31417373355129985,0.30286089719681697,0.6181563772804041,0.5995152869543469,0.3916794211528463,0.32405164425158084,0.37047546856045277,0.7471841313450944,0.7632583724426815,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,24
1.0,0.6778377768968039,0.6066636975909908,0.46391079557039694,0.5078715047959541,0.42967363494320165,0.3984540046783466,0.4448246706322059,0.49432148768659057,0.7069398225909632,0.6304395744765319,0.5115691300870466,0.4394916627906485,0.47134768847619934,0.4601110980776972,0.48875977627435185,0.40062173876148616,0.4324715282661138,0.49733907607255934,0.5279126762907276,0.520683409679552,0.5198297748163728,Hylidae,Hypsiboas,HypsiboasCordobae,40
1.0,0.6867563429383995,0.5968290462182846,0.7347258624675677,0.6264556124380265,0.3679378438220438,0.3254959252104403,0.5097110419110692,0.5898633245482807,0.5890916069932262,0.32728118222787794,0.5798472448081179,0.6773216323943189,0.31318118222594243,0.22186632402430498,0.5130628110899322,0.6048260114305191,0.4198846875859274,0.4080242373564234,0.5393476091210209,0.6708304369612014,0.7305302559847834,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,19
1.0,0.4459961608333624,0.3739353014141568,0.7204421823732209,0.6593745237105719,0.3497571349910169,0.27266688657006105,0.522049334475957,0.6554100479829985,0.6735435737649648,0.4319860952986383,0.5755032132083392,0.7173616976537848,0.45853051832531333,0.24139396034379945,0.48871116414015464,0.6153025285840781,0.4897225297991645,0.3342571782665901,0.26383918664696515,0.5642140568550877,0.7697628887903495,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,15
1.0,0.8365636243758388,0.7904247950835299,0.5747153265198263,0.45232015498675116,0.36626871947881817,0.33192837348084264,0.6505248935077461,0.5799381057940586,0.4945458589737579,0.5873042674599299,0.7689132081124065,0.3440945569188175,0.32034965901825585,0.639539976982141,0.5051855736969207,0.23241707916824889,0.4108532257256329,0.44665628566701077,0.5491560549659932,0.5545977379573188,0.23835183792401132,Hylidae,Hypsiboas,HypsiboasCinerascens,36
1.0,0.6202949316327917,0.5420499351568212,0.6568054520714041,0.5624354113357767,0.37832255301402445,0.303514414003154,0.5017537079420644,0.6081706990024549,0.656388975159376,0.4353576005111404,0.6138837278142348,0.6280658846693601,0.3138008990146456,0.30796039291851446,0.649632212758146,0.5778837662270677,0.400726229190412,0.4076815295802329,0.47071608134674653,0.7098056187550629,0.6964602815781893,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,14
1.0,0.6677614806508516,0.6299030049590699,0.5114290647777756,0.48096672898819354,0.3777862127436819,0.41804762720350447,0.45467011901278537,0.4892827733088204,0.7284228603172772,0.5465820341705786,0.484113298024876,0.515815287516999,0.5167871179863848,0.41582510967578273,0.46360033907272336,0.41721016156889823,0.4443892201920962,0.49366371443460405,0.5353977095101093,0.5134107387460028,0.5095310644726081,Hylidae,Hypsiboas,HypsiboasCordobae,42
1.0,0.4591671064594495,0.36397256801485284,0.6446888080387749,0.5946747704115807,0.33552551050735596,0.28603347930452705,0.5128763623647821,0.6053779964063789,0.6868790858307589,0.5008356242913451,0.591581041202384,0.678171956307648,0.43160235294693305,0.2278619573931194,0.4686946198119042,0.5604521525940158,0.49638706433059593,0.37559361721559903,0.2882592873104076,0.5788122988476803,0.7870392949090826,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,15
1.0,0.6451701654905454,0.47781181480435847,0.7001753666100153,0.5789200907566305,0.3195961570176456,0.29855337968465945,0.6048380834945043,0.6394215630647925,0.6845488425065913,0.42572506770889734,0.5593268214792277,0.6404179566838325,0.45931696638744035,0.17514228960871864,0.3933084526594974,0.5346422411053487,0.4419574039433506,0.446181694792344,0.48156929719540437,0.6657248977626191,0.7389409717896361,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,17
1.0,0.6431053823015787,0.2919868777224985,0.5055777896189771,0.7865064808283915,0.462927174485406,0.20687284477812967,0.17508387707385226,0.38890113656331565,0.8796270217512581,0.8451699019771097,0.3851945798804908,0.22310367998187125,0.4857562419977545,0.6410599251000638,0.5948568235884986,0.36137565466439564,0.3414034551824179,0.4370270456219534,0.6942329575171191,0.7338436770891034,0.47795417552467423,Leptodactylidae,Adenomera,AdenomeraAndre,2
1.0,0.6741898888543184,0.5204674273531694,0.6580773153755799,0.5723692286474966,0.31214358856322105,0.2842474765813063,0.42306164968199755,0.6016320256527671,0.748047348453124,0.39423369666155966,0.42972528846539604,0.7138629275716335,0.5235584191622609,0.2408081925885257,0.4601131452129731,0.6144119642410643,0.5065296452580431,0.46334720315305034,0.42698535674119903,0.5401713871780789,0.7184495618446747,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,22
1.0,0.4046887611893996,0.8178519254867032,0.565929926012973,0.5795396163704465,0.5411379185407938,0.3548095727386804,0.2646809612278271,0.44718330656964544,0.7371388560384377,0.7307782058501501,0.5123666759084043,0.4702585249907384,0.4748911904812853,0.3946490450145217,0.5573255605254708,0.4971622272423388,0.4058603608008077,0.5099714350034437,0.5035923615705546,0.49149072105556374,0.5301759563437178,Hylidae,Hypsiboas,HypsiboasCordobae,41
1.0,0.4305552549604483,0.28422498958532205,0.5698760005685166,0.6808449041145319,0.4458913433030484,0.4105922143859919,0.30994513827815445,0.27021673259543283,0.8058106486108203,0.9036862896456613,0.34197730774928925,0.12432909719246729,0.4857762175833315,0.699569250655741,0.5592298814788698,0.3096002527067177,0.3353978550170836,0.3926717244211578,0.4854128870362479,0.6997541347161526,0.6027474229493289,Leptodactylidae,Adenomera,AdenomeraAndre,2
1.0,0.43702648411364275,0.18316703642068738,0.5579021903844168,0.7732409410721025,0.5279881860835831,0.3892943571996603,0.20191569681491778,0.25773241526980434,0.8484264517867977,0.9655238037495251,0.365503459868304,0.0511969413963531,0.47331210671657153,0.7815173721520989,0.6410526835584563,0.3486886730148643,0.24876741766870517,0.344185710371931,0.6690316920143838,0.9101497375949349,0.7508561255641558,Leptodactylidae,Adenomera,AdenomeraAndre,5
1.0,0.5043347913097347,0.4878680309466064,0.7264542573922932,0.5985946475143276,0.29574225873723714,0.26897746067826955,0.5514547423763005,0.6321625789426875,0.6077702358451926,0.457116766387945,0.7083800877241776,0.6394839598217211,0.281748041152302,0.32745858894949365,0.6453247840956531,0.5714625092208674,0.3670331653180007,0.37138198598016575,0.4653314445514451,0.749754857468574,0.7136334121253647,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,24
1.0,0.6339977834895218,0.6882927400560543,0.5069382809948987,0.3902324038602379,0.3827084600183052,0.48553571912099497,0.45499011483801743,0.39983065215825214,0.7326885000729011,0.6724530896292936,0.44950655623125174,0.4312407548473547,0.5339853850259902,0.4895525499241565,0.422882555399798,0.37078702580438266,0.5195429020513952,0.49856550786848136,0.48151547866428007,0.5796506339627394,0.46702008630778263,Hylidae,Osteocephalus,OsteocephalusOophagus,50
1.0,0.60654436722472,0.5290823855418814,0.7336643199290962,0.6446237912911778,0.40307254877004395,0.29332348298767047,0.5372405016744111,0.6910794547853236,0.679761970152868,0.390929081414853,0.5980469318433294,0.6816640433181762,0.3672529090352932,0.251182327245759,0.5856898841573969,0.5900009484915382,0.43168817626008205,0.3637946453524915,0.33985211017146993,0.5926365505739773,0.7002418435086418,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,14
1.0,0.6989488393814716,0.7012723816718648,0.5794910731900192,0.5175129449666656,0.44557350209023516,0.3504624161327,0.3446295635027107,0.4895826647391521,0.7379331808294566,0.5483153802797708,0.5272931714713567,0.5371010553044248,0.4070150707856577,0.4207863218765122,0.5854151131429208,0.455650026208889,0.442781921955761,0.5252270123905475,0.45180723932597294,0.480550776982656,0.6151578916700409,Hylidae,Hypsiboas,HypsiboasCordobae,40
1.0,0.5912538840869018,0.35569970706388476,0.753663978132744,1.0,0.5791968397849555,0.4010456621266722,0.3408842477175745,0.37867676819944884,0.9157902123735532,0.8777433138262591,0.2697894577125163,0.11361717173811696,0.5247057877226187,0.5243345383597939,0.27031182169441104,0.15982729964610703,0.34639864257536945,0.3602342621601191,0.3850941176909372,0.5095095736272549,0.31397255603020136,Leptodactylidae,Adenomera,AdenomeraAndre,1
1.0,0.48830990745400604,0.3560026851704402,0.640845915442857,0.6122884583662439,0.2724621053249055,0.22118728248162092,0.4854684140020568,0.6829276541356962,0.7357472483963887,0.44643701585244516,0.48708808386389785,0.6500606272912247,0.48102312067344527,0.2541836176286557,0.4363830060372338,0.5263888683541559,0.4555453916735685,0.4206017700288837,0.39421969052185746,0.5890118139690855,0.7899953215829876,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,20
0.864755206550113,0.6565904261574479,1.0,0.5440898119549722,0.3070791235507007,0.4418645045624334,0.4300190537670603,0.3776344331170317,0.4780285917462506,0.6179805466991586,0.5954896888199949,0.6960473292565176,0.3683603659662194,0.3337686715352535,0.5440356242649227,0.4636439755486788,0.33282368209243757,0.46957380269757837,0.579255059756456,0.7652513232166073,0.575220306305959,0.4150253130885699,Hylidae,Hypsiboas,HypsiboasCinerascens,37
1.0,0.4286592230701914,0.4187481915019275,0.6930824105958325,0.6591116358469082,0.34786245800670784,0.26780910748670245,0.4873810594792775,0.62764978136066,0.6697953218373157,0.5046519000933251,0.6728425082278976,0.5684236619734283,0.2509396612741942,0.3208068984225446,0.667204332130277,0.5793873096412285,0.355840473910755,0.3318235378940347,0.4296297050598533,0.7358033009907959,0.6556235812290664,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,24
1.0,0.4769704128746675,0.5454930006007949,0.5359593870506383,0.5951621712381218,0.42410400329057996,0.4270511240896816,0.35205548020104865,0.400526694705377,0.7094091825573506,0.6697678968914916,0.5227223070024399,0.4888922784531046,0.4698524370443043,0.3685764577341108,0.46368083803559806,0.47538942036290455,0.49301009895495546,0.5127893368127606,0.5140436975655132,0.46948783222478985,0.4907303455596125,Hylidae,Hypsiboas,HypsiboasCordobae,41
1.0,0.6313163695643581,0.709259701181762,0.6568041237731097,0.5210263720454255,0.30017290087477777,0.390559721040513,0.5451273935420977,0.4903381374270867,0.7102635848607244,0.5920762084459117,0.5474285230075463,0.48400302955151453,0.39986383555057786,0.46489034370190674,0.5417931910226937,0.2875299078552069,0.43058222422951103,0.6648701256618881,0.45672848078454126,0.3156080508028982,0.596420888073417,Hylidae,Hypsiboas,HypsiboasCordobae,43
1.0,0.3753900932266025,0.23268798833674098,0.5539087391354264,0.5857037180354661,0.33255804842484876,0.27556924051477316,0.47775514932420116,0.6088028191649093,0.7455994973144805,0.5242668023589737,0.49519494062682584,0.5803732769477011,0.399560526958272,0.19125913649299287,0.43873414490472035,0.615839837027344,0.5381055073683398,0.39595917997414015,0.2594374112908696,0.5071901019724889,0.7066699199990805,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,21
1.0,0.9650540221630642,0.9915261324317616,0.5476640814482538,0.4399719737623571,0.5290961958054575,0.2780845376406894,0.4505818574762554,0.6879031587426421,0.5639283030484152,0.510122523961632,0.6700932712909348,0.2839328094205985,0.2903418433701806,0.5569026735098049,0.40122048289850853,0.2660610759048388,0.48583565034921034,0.44447393077608893,0.5184214461718966,0.5341172419349455,0.29586838013802275,Hylidae,Hypsiboas,HypsiboasCinerascens,37
1.0,0.44554811491973617,0.5384492671755451,0.5700199365872718,0.6036795702341918,0.3959094724342954,0.42139673001573064,0.35079826066309666,0.40460638094485674,0.7121998561575975,0.6686925518521151,0.507752444292941,0.4974246811723292,0.46777169625919224,0.3609493193663857,0.42739894005726214,0.46878760940816255,0.47373584598430923,0.49989578240952565,0.5349326321962977,0.46104778052747253,0.4604930831981073,Hylidae,Hypsiboas,HypsiboasCordobae,41
1.0,0.6634750754447633,0.33532718900855385,0.31112595447539515,0.546954514824056,0.4181761442368169,0.474551295247736,0.6419051754170241,0.5279266518695243,0.6514611933319752,0.5191439376951634,0.3241162451019645,0.3658532797133838,0.6521931869389221,0.6586132300944738,0.525687440438867,0.29690376907324645,0.2936565585094969,0.37500353189618313,0.47998740085105135,0.5958752196229821,0.547277995110924,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6694721785211388,0.9961363764362786,1.0,0.7165539884887759,0.4359294448069938,0.6790180601950465,0.4526992571877337,0.3088041960617293,0.5378072771663072,0.6315749757584516,0.54121355300684,0.6985487288855647,0.5826404762056462,0.39837019533693774,0.6138755923480527,0.7737959202163633,0.4019594442865085,0.30779499127504323,0.5686574900635246,0.8759258366999082,0.4531987579570492,0.5125396204752087,Hylidae,Hypsiboas,HypsiboasCordobae,43
1.0,0.5890762910530734,0.44110615408396864,0.5585930179118864,0.5476289916224218,0.35812669881611203,0.43205501293867765,0.5125718144173169,0.3810553455411833,0.7060463234901091,0.7639417490992347,0.3960104593393057,0.24460402451686367,0.5908665756632226,0.6056278231106185,0.3559463453684697,0.3146046996473559,0.4992677763800286,0.4434175063540376,0.43793214442745676,0.5055202015232062,0.4694843207731029,Dendrobatidae,Ameerega,Ameeregatrivittata,13
1.0,0.45572144971465134,0.34314618762601357,0.6350966608868258,0.637470951162962,0.35661210902474844,0.26980797725517247,0.45114441420834767,0.6069624471519613,0.7355011668755902,0.44508341225801873,0.4849765469157257,0.6698885012107976,0.508335112455073,0.24125269110767647,0.41973054601273857,0.5976181565546153,0.5781412147336924,0.43581300953778523,0.24868462611519732,0.4569977116656511,0.7561696645905347,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,21
1.0,0.5263611986682356,0.4802588361053971,0.7228667608616247,0.5559542539602054,0.2578291150943363,0.2694685028309709,0.5945984874897223,0.6833818271636474,0.6337585261912612,0.3692796762932513,0.5706384239274481,0.7104864437669571,0.4289558349026435,0.29126023451256516,0.5710262346063875,0.557545099196439,0.417024584381594,0.42906718856384185,0.447311403525335,0.7022325119717767,0.7133579809863579,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,20
1.0,0.3882952532726504,0.6170785681717669,0.5346407563253118,0.6291132504596658,0.5125040536004938,0.3744265060172391,0.32987977521375267,0.4258559048259164,0.7025864317983855,0.7015597165232976,0.531726510982637,0.46419801283562223,0.4850653992486566,0.3721379194949577,0.47847187284497883,0.4942074734308909,0.43283550892321204,0.46176397159917226,0.5866433096130458,0.5595397677150717,0.49615811501619017,Hylidae,Hypsiboas,HypsiboasCordobae,42
1.0,0.6664540641388786,0.5125552093125428,0.7024709816887257,0.6069136594207397,0.3129510870245848,0.31243406499762993,0.5807224497336282,0.6635944250381165,0.6727263086573632,0.4322885575509988,0.47667265102154704,0.6563189049949025,0.4674818109265831,0.2692549296592471,0.4598958467972538,0.5557518275717463,0.5281539773354114,0.5067799150599508,0.4389179929183071,0.5421452674421209,0.7711819551547751,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,22
1.0,0.6577134929535092,0.5248705049170791,0.6901668108300943,0.6031092819995778,0.3130436445291056,0.28056570595018054,0.5055994109966361,0.6645179416126965,0.7184843344717315,0.4294879913762011,0.5748952413466755,0.6714175964236175,0.4465140306935944,0.21760034210736165,0.5042591193173105,0.5972889706752578,0.45819664660485543,0.39744551203095424,0.36235532824557165,0.5475273632158318,0.7118268650602436,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,22
1.0,0.4163091748924265,0.3008906320589645,0.6334173614872592,0.6334324738096103,0.3590312829627909,0.28398741646119136,0.510475624654032,0.6506328525516862,0.7173450340950612,0.41562377763226777,0.46739666873036007,0.629402944558518,0.4617757747084688,0.1892771013961629,0.4136942132119046,0.6398213694364693,0.5999113366568184,0.43122117219908646,0.23781595572899766,0.4810460373377798,0.7545684829031503,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,21
1.0,0.6337199995920344,0.5124543231468823,0.6688624364998408,0.581696613556754,0.29510089128200534,0.2813471116316265,0.4805557366025134,0.6153682258262109,0.6646233225131333,0.42262802951769873,0.5372306700534204,0.6342374328374178,0.4438170955668472,0.28596732656460755,0.5177458164054609,0.541851383817364,0.4866433464741102,0.43980067348721724,0.40710464993220297,0.6068172321998409,0.706712649766935,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,19
